"","COUNTRY","DX_GROUP","LONG","LAT","YEAR_START","total","positive","prev","year","prev2"
"295","CMR","nod",10.65895,2.281929,2011,168,6,0.0357142857142857,"2010s",3.57142857142857
"296","CMR","nod",10.6758782,6.5810543,2002,36,25,0.694444444444444,"2000s",69.4444444444444
"297","CMR","nod",10.829,5.413,1996,26,11,0.423076923076923,"1990s",42.3076923076923
"298","CMR","nod",10.871,5.085,1996,25,22,0.88,"1990s",88
"299","CMR","nod",10.879,5.445,1996,24,14,0.583333333333333,"1990s",58.3333333333333
"300","CMR","nod",10.904,5.432,1996,29,19,0.655172413793103,"1990s",65.5172413793103
"301","CMR","nod",10.94805,5.821064,2011,265,4,0.0150943396226415,"2010s",1.50943396226415
"302","CMR","nod",11.0694,5.432023,2011,99,43,0.434343434343434,"2010s",43.4343434343434
"303","CMR","nod",11.13841,5.704471,2011,170,9,0.0529411764705882,"2010s",5.29411764705882
"304","CMR","nod",11.2157804,4.4333327,2002,456,138,0.302631578947368,"2000s",30.2631578947368
"305","CMR","nod",11.228885,4.750683,2015,282,66,0.234042553191489,"2010s",23.4042553191489
"306","CMR","nod",11.233374,4.4334836,2015,139,9,0.0647482014388489,"2010s",6.47482014388489
"307","CMR","nod",11.26154,6.453207,2000,90,21,0.233333333333333,"2000s",23.3333333333333
"308","CMR","nod",11.32055,6.452573,2000,200,32,0.16,"2000s",16
"309","CMR","nod",11.340518,6.242264,2000,50,11,0.22,"2000s",22
"310","CMR","nod",11.34339,5.979853,2000,86,62,0.720930232558139,"2000s",72.0930232558139
"311","CMR","nod",11.40494,6.426558,2000,126,30,0.238095238095238,"2000s",23.8095238095238
"312","CMR","nod",11.44238,5.995716,2000,68,27,0.397058823529412,"2000s",39.7058823529412
"313","CMR","nod",11.45063,6.387217,2000,82,16,0.195121951219512,"2000s",19.5121951219512
"314","CMR","nod",11.52994,6.276175,2000,58,6,0.103448275862069,"2000s",10.3448275862069
"315","CMR","nod",11.540022,4.163325,1982,68,2,0.0294117647058824,"1980s",2.94117647058824
"316","CMR","nod",11.583333,4.36666,1991,10,8,0.8,"1990s",80
"317","CMR","nod",11.59911,6.132773,2000,120,24,0.2,"2000s",20
"318","CMR","nod",11.61053,6.372623,2000,122,16,0.131147540983607,"2000s",13.1147540983607
"319","CMR","nod",11.62195,6.29077,2000,192,26,0.135416666666667,"2000s",13.5416666666667
"320","CMR","nod",11.633333,4.416666,2015,93,40,0.43010752688172,"2010s",43.010752688172
"321","CMR","nod",11.63781,6.573767,2000,184,15,0.0815217391304348,"2000s",8.15217391304348
"322","CMR","nod",11.65,4.283333,1982,151,105,0.695364238410596,"1980s",69.5364238410596
"323","CMR","nod",11.66256,6.892297,2000,106,12,0.113207547169811,"2000s",11.3207547169811
"324","CMR","nod",11.67906,6.647371,2000,48,7,0.145833333333333,"2000s",14.5833333333333
"325","CMR","nod",11.77423,6.703209,2000,152,23,0.151315789473684,"2000s",15.1315789473684
"326","CMR","nod",11.83578,6.804099,2000,92,11,0.119565217391304,"2000s",11.9565217391304
"327","CMR","nod",12.366753,4.500171,1991,40,1,0.025,"1990s",2.5
"328","CMR","nod",12.42181,4.84544,1991,51,8,0.156862745098039,"1990s",15.6862745098039
"329","CMR","nod",12.595638,4.898621,1991,46,26,0.565217391304348,"1990s",56.5217391304348
"330","CMR","nod",12.75,4.95,2002,96,60,0.625,"2000s",62.5
"331","CMR","nod",12.766495,4.983418,1991,51,22,0.431372549019608,"1990s",43.1372549019608
"332","CMR","nod",12.9,4.866667,1991,50,10,0.2,"1990s",20
"333","CMR","nod",12.95,4.8,1991,53,11,0.207547169811321,"1990s",20.7547169811321
"334","CMR","nod",12.966495,4.967009,1991,51,33,0.647058823529412,"1990s",64.7058823529412
"335","CMR","nod",13.077784,4.89359,1991,27,14,0.518518518518518,"1990s",51.8518518518518
"336","CMR","nod",13.203979,4.603204,1991,50,3,0.06,"1990s",6
"337","CMR","nod",13.266581,4.800085,1991,41,10,0.24390243902439,"1990s",24.390243902439
"338","CMR","nod",13.316753,4.666838,1991,52,6,0.115384615384615,"1990s",11.5384615384615
"339","CMR","nod",13.357,8.987,2007,97,12,0.123711340206186,"2000s",12.3711340206186
"340","CMR","nod",13.36666,4.58333,1991,40,4,0.1,"1990s",10
"341","CMR","nod",13.3722222,9.6722222,2002,116,33,0.28448275862069,"2000s",28.448275862069
"342","CMR","nod",13.383333,5.0666667,1991,50,26,0.52,"1990s",52
"343","CMR","nod",13.393,8.975,2007,114,14,0.12280701754386,"2000s",12.280701754386
"344","CMR","nod",13.407,8.979,2007,100,17,0.17,"2000s",17
"345","CMR","nod",13.432,9.005,2007,150,22,0.146666666666667,"2000s",14.6666666666667
"346","CMR","nod",13.444,8.961,2007,118,10,0.0847457627118644,"2000s",8.47457627118644
"347","CMR","nod",13.446,8.934,2007,65,5,0.0769230769230769,"2000s",7.69230769230769
"348","CMR","nod",13.455,9.02,2007,499,15,0.030060120240481,"2000s",3.0060120240481
"349","CMR","nod",13.461,9.026,2007,112,14,0.125,"2000s",12.5
"350","CMR","nod",13.47,9.012,2007,118,11,0.0932203389830508,"2000s",9.32203389830508
"351","CMR","nod",13.496,9.026,2007,137,5,0.0364963503649635,"2000s",3.64963503649635
"352","CMR","nod",13.880833,10.868888,1979,811,61,0.0752157829839704,"1970s",7.52157829839704
"353","CMR","nod",13.95,6.2333333,2002,114,59,0.517543859649123,"2000s",51.7543859649123
"354","CMR","nod",13.983333,10.91666,1979,1267,193,0.152328334648777,"1970s",15.2328334648777
"355","CMR","nod",14.86,4.116,1998,132,67,0.507575757575758,"1990s",50.7575757575758
"356","CMR","otherPrev",9.4199815,4.6258091,2004,83,64,0.771084337349398,"2000s",77.1084337349398
"357","CMR","otherPrev",10.6063983,4.2334748,2004,44,32,0.727272727272727,"2000s",72.7272727272727
"358","CMR","sero",10.233333,6.05,2002,113,0,0,"2000s",0
"359","CMR","sero",10.242308,6.025314,2002,96,0,0,"2000s",0
"360","CMR","sero",10.261059,6.006876,2002,92,0,0,"2000s",0
"361","CMR","sero",13.880833,10.868888,1979,811,242,0.298397040690506,"1970s",29.8397040690506
"362","CMR","sero",13.983333,10.91666,1979,1267,522,0.411996842936069,"1970s",41.1996842936069
"363","CMR","skin",9,5,1988,7278,1919,0.263671338279747,"1980s",26.3671338279747
"364","CMR","skin",9.4199815,4.6258091,2004,764,217,0.284031413612565,"2000s",28.4031413612565
"365","CMR","skin",9.4199818,4.6257236,1998,3820,648,0.169633507853403,"1990s",16.9633507853403
"366","CMR","skin",9.4199818,4.6257236,2004,4290,211,0.0491841491841492,"2000s",4.91841491841492
"367","CMR","skin",9.957054,4.578486,2015,448,1,0.00223214285714286,"2010s",0.223214285714286
"368","CMR","skin",9.9708333,4.491111,2015,1246,36,0.028892455858748,"2010s",2.8892455858748
"369","CMR","skin",10.233333,6.05,2002,452,77,0.170353982300885,"2000s",17.0353982300885
"370","CMR","skin",10.242308,6.025314,2002,384,133,0.346354166666667,"2000s",34.6354166666667
"371","CMR","skin",10.261059,6.006876,2002,368,76,0.206521739130435,"2000s",20.6521739130435
"372","CMR","skin",10.6063983,4.2334748,2004,739,145,0.196211096075778,"2000s",19.6211096075778
"373","CMR","skin",10.623093,4.233261,1998,3695,345,0.0933694181326116,"1990s",9.33694181326116
"374","CMR","skin",10.623093,4.233261,2004,3760,290,0.0771276595744681,"2000s",7.71276595744681
"375","CMR","skin",11.2,4.2666667,1994,2162,639,0.295559666975023,"1990s",29.5559666975023
"376","CMR","skin",11.2157804,4.4333327,2002,1368,326,0.238304093567251,"2000s",23.8304093567251
"377","CMR","skin",11.228885,4.750683,2015,1974,9,0.00455927051671732,"2010s",0.455927051671732
"378","CMR","skin",11.233374,4.4334836,2015,966,4,0.0041407867494824,"2010s",0.41407867494824
"379","CMR","skin",11.52994,6.276175,2000,1072,9,0.0083955223880597,"2000s",0.83955223880597
"380","CMR","skin",11.540022,4.163325,1982,204,27,0.132352941176471,"1980s",13.2352941176471
"381","CMR","skin",11.633333,4.416666,2015,658,11,0.0167173252279635,"2010s",1.67173252279635
"382","CMR","skin",11.65,4.283333,1982,755,291,0.385430463576159,"1980s",38.5430463576159
"383","CMR","skin",13.880833,10.868888,1979,3472,309,0.0889976958525346,"1970s",8.89976958525346
"384","CMR","skin",13.983333,10.91666,1979,684,151,0.220760233918129,"1970s",22.0760233918129
"385","CMR","ss",8.95,5.4666,2011,82,23,0.280487804878049,"2010s",28.0487804878049
"386","CMR","ss",9,5,1988,2426,2250,0.927452596867271,"1980s",92.7452596867271
"387","CMR","ss",9.05,5.05,2011,93,32,0.344086021505376,"2010s",34.4086021505376
"388","CMR","ss",9.09669,5.73338,2011,39,1,0.0256410256410256,"2010s",2.56410256410256
"389","CMR","ss",9.1,5.56666,2011,60,18,0.3,"2010s",30
"390","CMR","ss",9.11888,5.71913,2011,80,8,0.1,"2010s",10
"391","CMR","ss",9.18333,5.09666,2011,101,34,0.336633663366337,"2010s",33.6633663366337
"392","CMR","ss",9.24125,4.65166,2011,34,31,0.911764705882353,"2010s",91.1764705882353
"393","CMR","ss",9.25617,4.46825,2011,66,14,0.212121212121212,"2010s",21.2121212121212
"394","CMR","ss",9.2602,4.6491,2011,66,47,0.712121212121212,"2010s",71.2121212121212
"395","CMR","ss",9.27426,4.6325,2011,32,19,0.59375,"2010s",59.375
"396","CMR","ss",9.28003,4.49959,2011,96,33,0.34375,"2010s",34.375
"397","CMR","ss",9.2815,4.77192,2011,76,37,0.486842105263158,"2010s",48.6842105263158
"398","CMR","ss",9.28325,4.80318,2011,33,18,0.545454545454545,"2010s",54.5454545454545
"399","CMR","ss",9.28333,5.86666,2011,39,21,0.538461538461538,"2010s",53.8461538461538
"400","CMR","ss",9.28374,4.74523,2011,46,33,0.717391304347826,"2010s",71.7391304347826
"401","CMR","ss",9.29251,4.68737,2011,157,104,0.662420382165605,"2010s",66.2420382165605
"402","CMR","ss",9.29812,4.62503,2011,60,33,0.55,"2010s",55
"403","CMR","ss",9.29944,4.52274,2011,43,16,0.372093023255814,"2010s",37.2093023255814
"404","CMR","ss",9.32434,4.53364,2011,89,43,0.48314606741573,"2010s",48.314606741573
"405","CMR","ss",9.3332,4.55092,2011,91,37,0.406593406593407,"2010s",40.6593406593407
"406","CMR","ss",9.34178,4.58773,2011,50,35,0.7,"2010s",70
"407","CMR","ss",9.34343,4.57106,2011,68,33,0.485294117647059,"2010s",48.5294117647059
"408","CMR","ss",9.36548,4.53776,2011,34,16,0.470588235294118,"2010s",47.0588235294118
"409","CMR","ss",9.3666,5.78333,2011,90,30,0.333333333333333,"2010s",33.3333333333333
"410","CMR","ss",9.41666,5.95,2011,32,23,0.71875,"2010s",71.875
"411","CMR","ss",9.4333,4.88333,2011,59,35,0.593220338983051,"2010s",59.3220338983051
"412","CMR","ss",9.43333,4.83333,2011,70,42,0.6,"2010s",60
"413","CMR","ss",9.43333,4.86666,2011,95,62,0.652631578947368,"2010s",65.2631578947368
"414","CMR","ss",9.45,4.9,2011,45,11,0.244444444444444,"2010s",24.4444444444444
"415","CMR","ss",9.45,5,2011,97,43,0.443298969072165,"2010s",44.3298969072165
"416","CMR","ss",9.45997,4.4975,2011,101,10,0.099009900990099,"2010s",9.9009900990099
"417","CMR","ss",9.46444,4.54441,2011,101,33,0.326732673267327,"2010s",32.6732673267327
"418","CMR","ss",9.46666,4.81666,2011,88,32,0.363636363636364,"2010s",36.3636363636364
"419","CMR","ss",9.46666,4.91666,2011,73,38,0.520547945205479,"2010s",52.0547945205479
"420","CMR","ss",9.46666,4.96666,2011,100,44,0.44,"2010s",44
"421","CMR","ss",9.51666,4.96666,2011,78,27,0.346153846153846,"2010s",34.6153846153846
"422","CMR","ss",9.51666,4.98333,2011,88,31,0.352272727272727,"2010s",35.2272727272727
"423","CMR","ss",9.63333,5.71666,2011,60,27,0.45,"2010s",45
"424","CMR","ss",9.76666,5.76666,2011,85,34,0.4,"2010s",40
"425","CMR","ss",10.017686,5.153563,1996,163,102,0.625766871165644,"1990s",62.5766871165644
"426","CMR","ss",10.017686,5.153563,2005,292,6,0.0205479452054795,"2000s",2.05479452054794
"427","CMR","ss",10.02918,5.11034,1996,39,27,0.692307692307692,"1990s",69.2307692307692
"428","CMR","ss",10.02918,5.11034,2005,153,2,0.0130718954248366,"2000s",1.30718954248366
"429","CMR","ss",10.02918,5.11034,2006,145,4,0.0275862068965517,"2000s",2.75862068965517
"430","CMR","ss",10.02918,5.11034,2011,183,8,0.0437158469945355,"2010s",4.37158469945355
"431","CMR","ss",10.043,5.107,1996,39,28,0.717948717948718,"1990s",71.7948717948718
"432","CMR","ss",10.043,5.218,1996,33,12,0.363636363636364,"1990s",36.3636363636364
"433","CMR","ss",10.054,5.168,1996,30,16,0.533333333333333,"1990s",53.3333333333333
"434","CMR","ss",10.062,5.086,1996,127,107,0.84251968503937,"1990s",84.251968503937
"435","CMR","ss",10.107,5.113,1996,52,37,0.711538461538462,"1990s",71.1538461538462
"436","CMR","ss",10.115,5.418,1996,145,21,0.144827586206897,"1990s",14.4827586206897
"437","CMR","ss",10.116666,3.383333,2006,107,59,0.551401869158878,"2000s",55.1401869158878
"438","CMR","ss",10.123,5.264,1996,124,88,0.709677419354839,"1990s",70.9677419354839
"439","CMR","ss",10.12531,5.109388,1996,52,36,0.692307692307692,"1990s",69.2307692307692
"440","CMR","ss",10.12531,5.109388,2005,99,3,0.0303030303030303,"2000s",3.03030303030303
"441","CMR","ss",10.12531,5.109388,2006,75,3,0.04,"2000s",4
"442","CMR","ss",10.12531,5.109388,2011,338,12,0.0355029585798817,"2010s",3.55029585798817
"443","CMR","ss",10.184626,5.161299,1996,291,154,0.529209621993127,"1990s",52.9209621993127
"444","CMR","ss",10.184626,5.161299,2005,322,5,0.015527950310559,"2000s",1.5527950310559
"445","CMR","ss",10.18623,5.068461,1996,124,87,0.701612903225806,"1990s",70.1612903225807
"446","CMR","ss",10.18623,5.068461,2011,125,8,0.064,"2010s",6.4
"447","CMR","ss",10.189,5.157195,2005,70,4,0.0571428571428571,"2000s",5.71428571428571
"448","CMR","ss",10.189,5.157195,2006,4,0,0,"2000s",0
"449","CMR","ss",10.205,5.016,1996,122,93,0.762295081967213,"1990s",76.2295081967213
"450","CMR","ss",10.208,5.344,1996,45,34,0.755555555555556,"1990s",75.5555555555556
"451","CMR","ss",10.20812,5.06275,1996,122,65,0.532786885245902,"1990s",53.2786885245902
"452","CMR","ss",10.20812,5.06275,2005,105,3,0.0285714285714286,"2000s",2.85714285714286
"453","CMR","ss",10.20812,5.06275,2006,91,6,0.0659340659340659,"2000s",6.59340659340659
"454","CMR","ss",10.209,5.507,1996,122,44,0.360655737704918,"1990s",36.0655737704918
"455","CMR","ss",10.20907,5.122713,1996,61,36,0.590163934426229,"1990s",59.0163934426229
"456","CMR","ss",10.20907,5.122713,2005,140,2,0.0142857142857143,"2000s",1.42857142857143
"457","CMR","ss",10.20907,5.122713,2006,97,2,0.0206185567010309,"2000s",2.06185567010309
"458","CMR","ss",10.20907,5.122713,2011,446,21,0.047085201793722,"2010s",4.7085201793722
"459","CMR","ss",10.214,5.186,1996,64,42,0.65625,"1990s",65.625
"460","CMR","ss",10.227,5.369,1996,69,23,0.333333333333333,"1990s",33.3333333333333
"461","CMR","ss",10.227,5.39,1996,145,21,0.144827586206897,"1990s",14.4827586206897
"462","CMR","ss",10.233333,6.05,2002,113,23,0.20353982300885,"2000s",20.353982300885
"463","CMR","ss",10.234077,5.266932,1996,83,60,0.72289156626506,"1990s",72.289156626506
"464","CMR","ss",10.234077,5.266932,2005,249,24,0.0963855421686747,"2000s",9.63855421686747
"465","CMR","ss",10.24,5.095,1996,61,36,0.590163934426229,"1990s",59.0163934426229
"466","CMR","ss",10.242308,6.025314,2002,96,58,0.604166666666667,"2000s",60.4166666666667
"467","CMR","ss",10.247,5.335,1996,38,16,0.421052631578947,"1990s",42.1052631578947
"468","CMR","ss",10.261059,6.006876,2002,92,6,0.0652173913043478,"2000s",6.52173913043478
"469","CMR","ss",10.2675816,6.280064,2008,1212,34,0.0280528052805281,"2000s",2.80528052805281
"470","CMR","ss",10.278,5.313,1996,31,8,0.258064516129032,"1990s",25.8064516129032
"471","CMR","ss",10.28,5.195,1996,68,49,0.720588235294118,"1990s",72.0588235294118
"472","CMR","ss",10.29758,5.503427,1996,57,32,0.56140350877193,"1990s",56.140350877193
"473","CMR","ss",10.29758,5.503427,2011,74,1,0.0135135135135135,"2010s",1.35135135135135
"474","CMR","ss",10.301,5.488,1996,57,32,0.56140350877193,"1990s",56.140350877193
"475","CMR","ss",10.30805,5.204566,1996,68,49,0.720588235294118,"1990s",72.0588235294118
"476","CMR","ss",10.30805,5.204566,2005,117,14,0.11965811965812,"2000s",11.965811965812
"477","CMR","ss",10.30805,5.204566,2006,90,17,0.188888888888889,"2000s",18.8888888888889
"478","CMR","ss",10.30805,5.204566,2011,103,21,0.203883495145631,"2010s",20.3883495145631
"479","CMR","ss",10.33946,5.285468,1996,145,77,0.531034482758621,"1990s",53.1034482758621
"480","CMR","ss",10.33946,5.285468,2011,218,23,0.105504587155963,"2010s",10.5504587155963
"481","CMR","ss",10.341,5.285,1996,145,78,0.537931034482759,"1990s",53.7931034482759
"482","CMR","ss",10.342,5.07,1996,61,42,0.688524590163934,"1990s",68.8524590163934
"483","CMR","ss",10.355,5.24,1996,150,79,0.526666666666667,"1990s",52.6666666666667
"484","CMR","ss",10.369,5.148,1996,84,61,0.726190476190476,"1990s",72.6190476190476
"485","CMR","ss",10.39371,5.141748,1996,84,61,0.726190476190476,"1990s",72.6190476190476
"486","CMR","ss",10.39371,5.141748,2005,126,12,0.0952380952380952,"2000s",9.52380952380952
"487","CMR","ss",10.39371,5.141748,2006,95,16,0.168421052631579,"2000s",16.8421052631579
"488","CMR","ss",10.39371,5.141748,2011,268,46,0.171641791044776,"2010s",17.1641791044776
"489","CMR","ss",10.423,5.41,1996,43,37,0.86046511627907,"1990s",86.046511627907
"490","CMR","ss",10.424,5.001,1996,107,97,0.906542056074766,"1990s",90.6542056074766
"491","CMR","ss",10.426,5.436,1996,42,36,0.857142857142857,"1990s",85.7142857142857
"492","CMR","ss",10.435,5.332,1996,51,43,0.843137254901961,"1990s",84.3137254901961
"493","CMR","ss",10.471,4.994,1996,88,72,0.818181818181818,"1990s",81.8181818181818
"494","CMR","ss",10.525632,5.143647,1996,184,145,0.78804347826087,"1990s",78.804347826087
"495","CMR","ss",10.525632,5.143647,2005,267,14,0.052434456928839,"2000s",5.2434456928839
"496","CMR","ss",10.547,5.326,1996,59,53,0.898305084745763,"1990s",89.8305084745763
"497","CMR","ss",10.555,2.727,1996,134,74,0.552238805970149,"1990s",55.2238805970149
"498","CMR","ss",10.582,5.333,1996,33,27,0.818181818181818,"1990s",81.8181818181818
"499","CMR","ss",10.58788,5.404441,1996,79,71,0.89873417721519,"1990s",89.873417721519
"500","CMR","ss",10.58788,5.404441,2005,147,14,0.0952380952380952,"2000s",9.52380952380952
"501","CMR","ss",10.58788,5.404441,2006,138,42,0.304347826086957,"2000s",30.4347826086957
"502","CMR","ss",10.58788,5.404441,2011,249,94,0.377510040160643,"2010s",37.7510040160643
"503","CMR","ss",10.605,5.408,1996,59,47,0.796610169491525,"1990s",79.6610169491525
"504","CMR","ss",10.607,5.287,1996,38,30,0.789473684210526,"1990s",78.9473684210526
"505","CMR","ss",10.61,5.301,1996,53,41,0.773584905660377,"1990s",77.3584905660377
"506","CMR","ss",10.61,5.343,1996,32,28,0.875,"1990s",87.5
"507","CMR","ss",10.63515,5.3535,1996,63,22,0.349206349206349,"1990s",34.9206349206349
"508","CMR","ss",10.639284,5.509706,1996,183,128,0.699453551912568,"1990s",69.9453551912568
"509","CMR","ss",10.639284,5.509706,2005,156,27,0.173076923076923,"2000s",17.3076923076923
"510","CMR","ss",10.6507,5.429187,1996,32,28,0.875,"1990s",87.5
"511","CMR","ss",10.6507,5.429187,2005,109,13,0.119266055045872,"2000s",11.9266055045872
"512","CMR","ss",10.6507,5.429187,2006,76,19,0.25,"2000s",25
"513","CMR","ss",10.6507,5.429187,2011,175,21,0.12,"2010s",12
"514","CMR","ss",10.65895,2.281929,2011,192,6,0.03125,"2010s",3.125
"515","CMR","ss",10.829,5.413,1996,52,43,0.826923076923077,"1990s",82.6923076923077
"516","CMR","ss",10.871,5.085,1996,61,56,0.918032786885246,"1990s",91.8032786885246
"517","CMR","ss",10.879,5.445,1996,49,30,0.612244897959184,"1990s",61.2244897959184
"518","CMR","ss",10.904,5.432,1996,138,98,0.710144927536232,"1990s",71.0144927536232
"519","CMR","ss",10.94805,5.821064,2011,373,0,0,"2010s",0
"520","CMR","ss",11.016666,4.2,2006,33,21,0.636363636363636,"2000s",63.6363636363636
"521","CMR","ss",11.0694,5.432023,2011,131,80,0.610687022900763,"2010s",61.0687022900763
"522","CMR","ss",11.1,4.2,2006,263,54,0.20532319391635,"2000s",20.532319391635
"523","CMR","ss",11.1166667,4.2,2006,49,34,0.693877551020408,"2000s",69.3877551020408
"524","CMR","ss",11.13841,5.704471,2011,170,13,0.0764705882352941,"2010s",7.64705882352941
"525","CMR","ss",11.15,4.2166667,2006,76,49,0.644736842105263,"2000s",64.4736842105263
"526","CMR","ss",11.2157804,4.4333327,2002,456,168,0.368421052631579,"2000s",36.8421052631579
"527","CMR","ss",11.228885,4.750683,1991,279,257,0.921146953405018,"1990s",92.1146953405018
"528","CMR","ss",11.228885,4.750683,2011,441,249,0.564625850340136,"2010s",56.4625850340136
"529","CMR","ss",11.233374,4.4334836,1991,167,140,0.838323353293413,"1990s",83.8323353293413
"530","CMR","ss",11.233374,4.4334836,2011,212,130,0.613207547169811,"2010s",61.3207547169811
"531","CMR","ss",11.52288,3.853143,1982,30,0,0,"1980s",0
"532","CMR","ss",11.540022,4.163325,1982,68,23,0.338235294117647,"1980s",33.8235294117647
"533","CMR","ss",11.633333,4.416666,1991,150,141,0.94,"1990s",94
"534","CMR","ss",11.633333,4.416666,2011,227,154,0.6784140969163,"2010s",67.84140969163
"535","CMR","ss",11.65,4.283333,1982,151,130,0.860927152317881,"1980s",86.0927152317881
"536","CMR","ss",13.357,8.987,2007,97,2,0.0206185567010309,"2000s",2.06185567010309
"537","CMR","ss",13.393,8.975,2007,114,1,0.0087719298245614,"2000s",0.87719298245614
"538","CMR","ss",13.407,8.979,2007,100,3,0.03,"2000s",3
"539","CMR","ss",13.432,9.005,2007,150,2,0.0133333333333333,"2000s",1.33333333333333
"540","CMR","ss",13.444,8.961,2007,118,2,0.0169491525423729,"2000s",1.69491525423729
"541","CMR","ss",13.446,8.934,2007,65,6,0.0923076923076923,"2000s",9.23076923076923
"542","CMR","ss",13.455,9.02,2007,499,2,0.00400801603206413,"2000s",0.400801603206413
"543","CMR","ss",13.461,9.026,2007,112,0,0,"2000s",0
"544","CMR","ss",13.47,9.012,2007,118,1,0.00847457627118644,"2000s",0.847457627118644
"545","CMR","ss",13.496,9.026,2007,137,0,0,"2000s",0
"546","CMR","ss",13.880833,10.868888,1979,811,119,0.146732429099877,"1970s",14.6732429099877
"547","CMR","ss",13.983333,10.91666,1979,1267,369,0.291239147592739,"1970s",29.1239147592739
"548","COD","eye",23.109355,-5.551832,1988,1542,197,0.127756160830091,"1980s",12.7756160830091
"549","COD","eye",26.671328,-4.426257,1980,100,1,0.01,"1980s",1
"550","COD","nod",26.671328,-4.426257,1980,50,0,0,"1980s",0
"551","COD","otherPrev",26.671328,-4.426257,1980,50,13,0.26,"1980s",26
"552","COD","skin",26.671328,-4.426257,1980,150,1,0.00666666666666667,"1980s",0.666666666666667
"553","COD","ss",23.109355,-5.551832,1988,327,219,0.669724770642202,"1980s",66.9724770642202
"554","COG","nod",12.578333,-2.703055,2000,34,1,0.0294117647058824,"2000s",2.94117647058824
"555","COG","nod",12.643055,-3.039444,2000,33,1,0.0303030303030303,"2000s",3.03030303030303
"556","COG","nod",12.745833,-2.981388,2000,33,1,0.0303030303030303,"2000s",3.03030303030303
"557","COG","nod",12.763611,-4.2852777,2000,33,1,0.0303030303030303,"2000s",3.03030303030303
"558","COG","nod",12.82,-3.0458332,2000,33,3,0.0909090909090909,"2000s",9.09090909090909
"559","COG","nod",13.07,-4.084722,2000,33,4,0.121212121212121,"2000s",12.1212121212121
"560","COG","nod",13.288611,-3.859444,2000,50,1,0.02,"2000s",2
"561","COG","nod",13.343888,-4.196944,2000,33,1,0.0303030303030303,"2000s",3.03030303030303
"562","COG","nod",13.616666,-4.254444,2000,33,3,0.0909090909090909,"2000s",9.09090909090909
"563","COG","nod",14.099444,-4.309166,2000,50,3,0.06,"2000s",6
"564","COG","nod",14.099722,-3.807222,2000,33,2,0.0606060606060606,"2000s",6.06060606060606
"565","COG","nod",14.128333,-3.933888,2000,33,8,0.242424242424242,"2000s",24.2424242424242
"566","COG","nod",14.1302778,-0.891666,1990,133,0,0,"1990s",0
"567","COG","nod",14.25333,-3.657777,2000,33,1,0.0303030303030303,"2000s",3.03030303030303
"568","COG","nod",14.409444,-3.941388,2000,35,12,0.342857142857143,"2000s",34.2857142857143
"569","COG","nod",14.609166,-3.608333,2000,31,2,0.0645161290322581,"2000s",6.45161290322581
"570","COG","nod",14.634444,-4.890555,1990,248,170,0.685483870967742,"1990s",68.5483870967742
"571","COG","nod",14.662222,-3.635833,2000,34,4,0.117647058823529,"2000s",11.7647058823529
"572","COG","nod",14.764444,-4.361388,2000,33,4,0.121212121212121,"2000s",12.1212121212121
"573","COG","nod",14.81708,-0.87604,2000,30,1,0.0333333333333333,"2000s",3.33333333333333
"574","COG","nod",14.888921,-3.846742,2000,36,21,0.583333333333333,"2000s",58.3333333333333
"575","COG","nod",14.889607,-3.846785,1990,138,93,0.673913043478261,"1990s",67.3913043478261
"576","COG","nod",14.933419,-3.633162,1990,343,76,0.221574344023324,"1990s",22.1574344023324
"577","COG","nod",14.983333,-3.783333,2000,35,13,0.371428571428571,"2000s",37.1428571428571
"578","COG","nod",15.187193,-4.310871,1990,129,39,0.302325581395349,"1990s",30.2325581395349
"579","COG","nod",15.308333,-3.4097221,2000,33,1,0.0303030303030303,"2000s",3.03030303030303
"580","COG","nod",15.688476,1.051796,2000,35,0,0,"2000s",0
"581","COG","nod",16.212001,-2.615468,2000,30,1,0.0333333333333333,"2000s",3.33333333333333
"582","COG","nod",17.997794,2.295014,2000,31,1,0.032258064516129,"2000s",3.2258064516129
"583","COG","skin",12.578333,-2.703055,2000,34,0,0,"2000s",0
"584","COG","skin",12.643055,-3.039444,2000,33,0,0,"2000s",0
"585","COG","skin",12.745833,-2.981388,2000,33,1,0.0303030303030303,"2000s",3.03030303030303
"586","COG","skin",12.763611,-4.2852777,2000,33,1,0.0303030303030303,"2000s",3.03030303030303
"587","COG","skin",12.82,-3.0458332,2000,33,0,0,"2000s",0
"588","COG","skin",13.07,-4.084722,2000,33,1,0.0303030303030303,"2000s",3.03030303030303
"589","COG","skin",13.288611,-3.859444,2000,50,0,0,"2000s",0
"590","COG","skin",13.343888,-4.196944,2000,33,0,0,"2000s",0
"591","COG","skin",13.616666,-4.254444,2000,33,0,0,"2000s",0
"592","COG","skin",14.099444,-4.309166,2000,50,0,0,"2000s",0
"593","COG","skin",14.099722,-3.807222,2000,33,0,0,"2000s",0
"594","COG","skin",14.128333,-3.933888,2000,33,3,0.0909090909090909,"2000s",9.09090909090909
"595","COG","skin",14.1302778,-0.891666,1990,133,0,0,"1990s",0
"596","COG","skin",14.25333,-3.657777,2000,33,0,0,"2000s",0
"597","COG","skin",14.409444,-3.941388,2000,35,7,0.2,"2000s",20
"598","COG","skin",14.609166,-3.608333,2000,31,0,0,"2000s",0
